Filename,Sign
00864.ppm,Ahead only
00865.ppm,Keep right
00866.ppm,Right-of-way at the next intersection
00867.ppm,End of no passing
00868.ppm,Speed limit (70km/h)
00869.ppm,No entry
00870.ppm,End of speed limit (80km/h)
00871.ppm,Speed limit (30km/h)
00872.ppm,Speed limit (70km/h)
00873.ppm,Stop
00874.ppm,General caution
00875.ppm,Yield
00876.ppm,Yield
00877.ppm,Road work
00878.ppm,Keep right
00879.ppm,Priority road
00880.ppm,Speed limit (50km/h)
00881.ppm,Priority road
00882.ppm,Go straight or left
00883.ppm,Yield
00884.ppm,Turn left ahead
00885.ppm,Speed limit (80km/h)
00886.ppm,Speed limit (30km/h)
00887.ppm,End of no passing by vechiles over 3.5 metric tons
00888.ppm,Speed limit (70km/h)
00889.ppm,Turn right ahead
00890.ppm,Speed limit (120km/h)
00891.ppm,Speed limit (70km/h)
00892.ppm,Road narrows on the right
00893.ppm,Dangerous curve to the left
00894.ppm,Speed limit (50km/h)
00895.ppm,Road work
00896.ppm,Beware of ice/snow
00897.ppm,Yield
00898.ppm,End of no passing
00899.ppm,Yield
00900.ppm,Speed limit (20km/h)
00901.ppm,Speed limit (30km/h)
00902.ppm,Yield
00903.ppm,Bumpy road
00904.ppm,Go straight or right
00905.ppm,General caution
00906.ppm,Wild animals crossing
00907.ppm,Speed limit (50km/h)
00908.ppm,Yield
00909.ppm,Keep right
00910.ppm,Speed limit (100km/h)
00911.ppm,Priority road
00912.ppm,General caution
00913.ppm,Speed limit (80km/h)
00914.ppm,General caution
00915.ppm,Speed limit (100km/h)
00916.ppm,Speed limit (50km/h)
00917.ppm,Speed limit (70km/h)
00918.ppm,Right-of-way at the next intersection
00919.ppm,Double curve
00920.ppm,Speed limit (50km/h)
00921.ppm,Yield
00922.ppm,Vechiles over 3.5 metric tons prohibited
00923.ppm,Right-of-way at the next intersection
00924.ppm,Priority road
00925.ppm,Speed limit (50km/h)
00926.ppm,Dangerous curve to the left
00927.ppm,Speed limit (70km/h)
00928.ppm,Wild animals crossing
00929.ppm,Speed limit (20km/h)
00930.ppm,Keep right
00931.ppm,Right-of-way at the next intersection
00932.ppm,Speed limit (60km/h)
00933.ppm,Keep right
00934.ppm,Speed limit (50km/h)
00935.ppm,Speed limit (70km/h)
00936.ppm,No passing for vechiles over 3.5 metric tons
00937.ppm,Speed limit (60km/h)
00938.ppm,Road work
00939.ppm,Speed limit (100km/h)
00940.ppm,Beware of ice/snow
00941.ppm,No passing for vechiles over 3.5 metric tons
00942.ppm,Speed limit (60km/h)
00943.ppm,Speed limit (80km/h)
00944.ppm,Speed limit (80km/h)
00945.ppm,Road work
00946.ppm,No entry
00947.ppm,Speed limit (100km/h)
00948.ppm,End of speed limit (80km/h)
00949.ppm,General caution
00950.ppm,Speed limit (50km/h)
00951.ppm,Speed limit (100km/h)
00952.ppm,Yield
00953.ppm,Dangerous curve to the right
00954.ppm,Children crossing
00955.ppm,Speed limit (50km/h)
00956.ppm,Stop
00957.ppm,Speed limit (100km/h)
00958.ppm,No passing for vechiles over 3.5 metric tons
00959.ppm,Road work
00960.ppm,No passing
00961.ppm,Speed limit (60km/h)
00962.ppm,Speed limit (100km/h)
00963.ppm,Speed limit (70km/h)
00964.ppm,Double curve
00965.ppm,Yield
00966.ppm,Turn left ahead
00967.ppm,Keep left
00968.ppm,Dangerous curve to the right
00969.ppm,Road work
00970.ppm,Speed limit (30km/h)
00971.ppm,Turn right ahead
00972.ppm,Speed limit (30km/h)
00973.ppm,Speed limit (100km/h)
00974.ppm,Speed limit (100km/h)
00975.ppm,Children crossing
00976.ppm,Right-of-way at the next intersection
00977.ppm,Ahead only
00978.ppm,No passing for vechiles over 3.5 metric tons
00979.ppm,Speed limit (30km/h)
00980.ppm,Children crossing
00981.ppm,No passing for vechiles over 3.5 metric tons
00982.ppm,No passing for vechiles over 3.5 metric tons
00983.ppm,Speed limit (60km/h)
00984.ppm,Keep right
00985.ppm,Speed limit (30km/h)
00986.ppm,Priority road
00987.ppm,Speed limit (30km/h)
00988.ppm,Speed limit (120km/h)
00989.ppm,End of speed limit (80km/h)
00990.ppm,No entry
00991.ppm,No passing for vechiles over 3.5 metric tons
00992.ppm,Keep right
00993.ppm,Speed limit (50km/h)
00994.ppm,No passing for vechiles over 3.5 metric tons
00995.ppm,Ahead only
00996.ppm,Speed limit (70km/h)
00997.ppm,Priority road
00998.ppm,Children crossing
00999.ppm,Speed limit (60km/h)
01000.ppm,Children crossing
01001.ppm,General caution
01002.ppm,Dangerous curve to the left
01003.ppm,Speed limit (100km/h)
01004.ppm,Speed limit (30km/h)
01005.ppm,Speed limit (30km/h)
01006.ppm,Yield
01007.ppm,Road work
01008.ppm,Speed limit (30km/h)
01009.ppm,Speed limit (50km/h)
01010.ppm,Speed limit (70km/h)
01011.ppm,Keep right
01012.ppm,Speed limit (100km/h)
01013.ppm,Speed limit (100km/h)
01014.ppm,Roundabout mandatory
01015.ppm,Speed limit (30km/h)
01016.ppm,Bicycles crossing
01017.ppm,No vechiles
01018.ppm,Right-of-way at the next intersection
01019.ppm,Speed limit (30km/h)
01020.ppm,Stop
01021.ppm,Speed limit (100km/h)
01022.ppm,Speed limit (30km/h)
01023.ppm,Stop
01024.ppm,Speed limit (80km/h)
01025.ppm,Speed limit (60km/h)
01026.ppm,No passing
01027.ppm,Speed limit (30km/h)
01028.ppm,Beware of ice/snow
01029.ppm,End of no passing by vechiles over 3.5 metric tons
01030.ppm,Yield
01031.ppm,Speed limit (80km/h)
01032.ppm,Right-of-way at the next intersection
01033.ppm,Wild animals crossing
01034.ppm,Speed limit (100km/h)
01035.ppm,Speed limit (50km/h)
01036.ppm,Speed limit (50km/h)
01037.ppm,Keep right
01038.ppm,Speed limit (80km/h)
01039.ppm,General caution
01040.ppm,Double curve
01041.ppm,Speed limit (30km/h)
01042.ppm,Turn right ahead
01043.ppm,Ahead only
01044.ppm,Speed limit (120km/h)
01045.ppm,Speed limit (30km/h)
01046.ppm,Double curve
01047.ppm,Speed limit (100km/h)
01048.ppm,No vechiles
01049.ppm,No passing for vechiles over 3.5 metric tons
01050.ppm,Speed limit (30km/h)
01051.ppm,Priority road
01052.ppm,Speed limit (30km/h)
01053.ppm,Speed limit (70km/h)
01054.ppm,Slippery road
01055.ppm,Yield
01056.ppm,Speed limit (30km/h)
01057.ppm,Go straight or right
01058.ppm,Vechiles over 3.5 metric tons prohibited
01059.ppm,Turn left ahead
01060.ppm,Speed limit (60km/h)
01061.ppm,Speed limit (70km/h)
01062.ppm,Dangerous curve to the right
01063.ppm,Speed limit (70km/h)
01064.ppm,Speed limit (100km/h)
01065.ppm,Speed limit (100km/h)
01066.ppm,General caution
01067.ppm,Priority road
01068.ppm,Speed limit (60km/h)
01069.ppm,No entry
01070.ppm,No passing
01071.ppm,Traffic signals
01072.ppm,Right-of-way at the next intersection
01073.ppm,Priority road
01074.ppm,Speed limit (30km/h)
01075.ppm,Speed limit (80km/h)
01076.ppm,Right-of-way at the next intersection
01077.ppm,Vechiles over 3.5 metric tons prohibited
01078.ppm,No passing for vechiles over 3.5 metric tons
01079.ppm,Road work
01080.ppm,Pedestrians
01081.ppm,Priority road
01082.ppm,Wild animals crossing
01083.ppm,Right-of-way at the next intersection
01084.ppm,Wild animals crossing
01085.ppm,Bicycles crossing
01086.ppm,No passing
01087.ppm,Speed limit (50km/h)
01088.ppm,No passing for vechiles over 3.5 metric tons
01089.ppm,Speed limit (120km/h)
01090.ppm,Dangerous curve to the right
01091.ppm,Speed limit (30km/h)
01092.ppm,Turn right ahead
01093.ppm,Speed limit (120km/h)
01094.ppm,Right-of-way at the next intersection
01095.ppm,Priority road
01096.ppm,Turn right ahead
01097.ppm,Dangerous curve to the right
01098.ppm,Right-of-way at the next intersection
01099.ppm,No passing
01100.ppm,Priority road
01101.ppm,Ahead only
01102.ppm,No passing for vechiles over 3.5 metric tons
01103.ppm,Go straight or right
01104.ppm,No passing for vechiles over 3.5 metric tons
01105.ppm,Speed limit (60km/h)
01106.ppm,Speed limit (20km/h)
01107.ppm,Priority road
01108.ppm,No passing for vechiles over 3.5 metric tons
01109.ppm,General caution
01110.ppm,Priority road
01111.ppm,Speed limit (80km/h)
01112.ppm,No entry
01113.ppm,Speed limit (70km/h)
01114.ppm,Wild animals crossing
01115.ppm,Ahead only
01116.ppm,Keep right
01117.ppm,Slippery road
01118.ppm,General caution
01119.ppm,Keep right
01120.ppm,Go straight or right
01121.ppm,Keep right
01122.ppm,Priority road
01123.ppm,General caution
01124.ppm,Speed limit (70km/h)
01125.ppm,Keep right
01126.ppm,No passing
01127.ppm,No vechiles
01128.ppm,Speed limit (80km/h)
01129.ppm,Speed limit (60km/h)
01130.ppm,Priority road
01131.ppm,Speed limit (100km/h)
01132.ppm,Stop
01133.ppm,Priority road
01134.ppm,Pedestrians
01135.ppm,Speed limit (50km/h)
01136.ppm,Speed limit (70km/h)
01137.ppm,Wild animals crossing
01138.ppm,Yield
01139.ppm,Dangerous curve to the left
01140.ppm,Speed limit (50km/h)
01141.ppm,Speed limit (120km/h)
01142.ppm,Turn right ahead
01143.ppm,Beware of ice/snow
01144.ppm,Speed limit (70km/h)
01145.ppm,Speed limit (100km/h)
01146.ppm,Keep right
01147.ppm,Double curve
01148.ppm,Keep right
01149.ppm,Speed limit (70km/h)
01150.ppm,Stop
01151.ppm,Keep right
01152.ppm,Keep right
01153.ppm,Speed limit (70km/h)
01154.ppm,Speed limit (80km/h)
01155.ppm,Speed limit (120km/h)
01156.ppm,Keep right
01157.ppm,Keep right
01158.ppm,Priority road
01159.ppm,Go straight or right
01160.ppm,Speed limit (80km/h)
01161.ppm,Speed limit (30km/h)
01162.ppm,Speed limit (30km/h)
01163.ppm,Keep right
01164.ppm,Wild animals crossing
01165.ppm,Speed limit (60km/h)
01166.ppm,Keep left
01167.ppm,Keep left
01168.ppm,No passing for vechiles over 3.5 metric tons
01169.ppm,Speed limit (70km/h)
01170.ppm,No passing for vechiles over 3.5 metric tons
01171.ppm,Go straight or left
01172.ppm,Speed limit (70km/h)
01173.ppm,Keep right
01174.ppm,Road work
01175.ppm,Speed limit (50km/h)
01176.ppm,Speed limit (100km/h)
01177.ppm,Keep left
01178.ppm,Speed limit (30km/h)
01179.ppm,Keep right
01180.ppm,Right-of-way at the next intersection
01181.ppm,Speed limit (80km/h)
01182.ppm,Speed limit (50km/h)
01183.ppm,No passing
01184.ppm,Speed limit (30km/h)
01185.ppm,No passing for vechiles over 3.5 metric tons
01186.ppm,Road work
01187.ppm,Pedestrians
01188.ppm,Yield
01189.ppm,Speed limit (70km/h)
01190.ppm,General caution
01191.ppm,Speed limit (80km/h)
01192.ppm,Speed limit (70km/h)
01193.ppm,Speed limit (50km/h)
01194.ppm,Roundabout mandatory
01195.ppm,Speed limit (120km/h)
01196.ppm,Speed limit (20km/h)
01197.ppm,No vechiles
01198.ppm,Priority road
01199.ppm,Speed limit (100km/h)
01200.ppm,Keep right
01201.ppm,Priority road
01202.ppm,Ahead only
01203.ppm,Turn left ahead
01204.ppm,Speed limit (50km/h)
01205.ppm,Speed limit (50km/h)
01206.ppm,Road work
01207.ppm,Right-of-way at the next intersection
01208.ppm,Speed limit (100km/h)
01209.ppm,No passing for vechiles over 3.5 metric tons
01210.ppm,Speed limit (60km/h)
01211.ppm,Yield
01212.ppm,Speed limit (50km/h)
01213.ppm,Yield
01214.ppm,Yield
01215.ppm,General caution
01216.ppm,Speed limit (30km/h)
01217.ppm,Slippery road
01218.ppm,Ahead only
01219.ppm,Turn left ahead
01220.ppm,Keep right
01221.ppm,Road work
01222.ppm,No entry
01223.ppm,Speed limit (30km/h)
01224.ppm,No passing
01225.ppm,No entry
01226.ppm,Speed limit (50km/h)
01227.ppm,Speed limit (70km/h)
01228.ppm,Speed limit (100km/h)
01229.ppm,Right-of-way at the next intersection
01230.ppm,Road work
01231.ppm,Keep right
01232.ppm,Right-of-way at the next intersection
01233.ppm,Priority road
01234.ppm,Speed limit (60km/h)
01235.ppm,Slippery road
01236.ppm,No passing for vechiles over 3.5 metric tons
01237.ppm,Keep right
01238.ppm,Road narrows on the right
01239.ppm,Road work
01240.ppm,Speed limit (30km/h)
01241.ppm,Speed limit (100km/h)
01242.ppm,Right-of-way at the next intersection
01243.ppm,Priority road
01244.ppm,No vechiles
01245.ppm,Turn left ahead
01246.ppm,Speed limit (30km/h)
01247.ppm,General caution
01248.ppm,Pedestrians
01249.ppm,No passing for vechiles over 3.5 metric tons
01250.ppm,No vechiles
01251.ppm,Speed limit (70km/h)
01252.ppm,Speed limit (30km/h)
01253.ppm,Go straight or right
01254.ppm,Bumpy road
01255.ppm,No entry
01256.ppm,End of no passing by vechiles over 3.5 metric tons
01257.ppm,Turn left ahead
01258.ppm,General caution
01259.ppm,Priority road
01260.ppm,Right-of-way at the next intersection
01261.ppm,Speed limit (60km/h)
01262.ppm,General caution
01263.ppm,Speed limit (100km/h)
01264.ppm,Road work
01265.ppm,Priority road
01266.ppm,Speed limit (60km/h)
01267.ppm,Speed limit (80km/h)
01268.ppm,Road work
01269.ppm,Speed limit (30km/h)
01270.ppm,End of all speed and passing limits
01271.ppm,Speed limit (50km/h)
01272.ppm,Road narrows on the right
01273.ppm,Road narrows on the right
01274.ppm,Priority road
01275.ppm,General caution
01276.ppm,Priority road
01277.ppm,Road narrows on the right
01278.ppm,Keep right
01279.ppm,Speed limit (80km/h)
01280.ppm,Ahead only
01281.ppm,Speed limit (120km/h)
01282.ppm,Keep right
01283.ppm,Right-of-way at the next intersection
01284.ppm,Ahead only
01285.ppm,Right-of-way at the next intersection
01286.ppm,General caution
01287.ppm,Right-of-way at the next intersection
01288.ppm,Speed limit (50km/h)
01289.ppm,Ahead only
01290.ppm,Road work
01291.ppm,Go straight or right
01292.ppm,No entry
01293.ppm,Speed limit (50km/h)
01294.ppm,Keep left
01295.ppm,No passing
01296.ppm,Wild animals crossing
01297.ppm,Keep right
01298.ppm,Keep right
01299.ppm,Ahead only
01300.ppm,No passing
01301.ppm,Speed limit (100km/h)
01302.ppm,Priority road
01303.ppm,Stop
01304.ppm,Go straight or left
01305.ppm,Dangerous curve to the left
01306.ppm,Speed limit (30km/h)
01307.ppm,Speed limit (80km/h)
01308.ppm,Turn left ahead
01309.ppm,Speed limit (70km/h)
01310.ppm,Right-of-way at the next intersection
01311.ppm,Speed limit (70km/h)
01312.ppm,Speed limit (30km/h)
01313.ppm,Speed limit (70km/h)
01314.ppm,Priority road
01315.ppm,Keep right
01316.ppm,Yield
01317.ppm,Stop
01318.ppm,Speed limit (30km/h)
01319.ppm,Right-of-way at the next intersection
01320.ppm,Right-of-way at the next intersection
01321.ppm,Stop
01322.ppm,Ahead only
01323.ppm,Vechiles over 3.5 metric tons prohibited
01324.ppm,End of all speed and passing limits
01325.ppm,No passing for vechiles over 3.5 metric tons
01326.ppm,Speed limit (70km/h)
01327.ppm,Turn right ahead
01328.ppm,No passing for vechiles over 3.5 metric tons
01329.ppm,Speed limit (80km/h)
01330.ppm,No passing
01331.ppm,Yield
01332.ppm,Speed limit (80km/h)
01333.ppm,Keep right
01334.ppm,Wild animals crossing
01335.ppm,No entry
01336.ppm,Bumpy road
01337.ppm,Speed limit (50km/h)
01338.ppm,No passing for vechiles over 3.5 metric tons
01339.ppm,Children crossing
01340.ppm,Speed limit (70km/h)
01341.ppm,Speed limit (30km/h)
01342.ppm,Wild animals crossing
01343.ppm,Slippery road
01344.ppm,Children crossing
01345.ppm,Speed limit (70km/h)
01346.ppm,End of all speed and passing limits
01347.ppm,Road work
01348.ppm,No vechiles
01349.ppm,Dangerous curve to the left
01350.ppm,Priority road
01351.ppm,No vechiles
01352.ppm,Speed limit (60km/h)
01353.ppm,Right-of-way at the next intersection
01354.ppm,Road work
01355.ppm,Speed limit (70km/h)
01356.ppm,Right-of-way at the next intersection
01357.ppm,Roundabout mandatory
01358.ppm,Stop
01359.ppm,End of speed limit (80km/h)
01360.ppm,Road work
01361.ppm,Wild animals crossing
01362.ppm,Speed limit (70km/h)
01363.ppm,Roundabout mandatory
01364.ppm,Speed limit (80km/h)
01365.ppm,Ahead only
01366.ppm,Keep right
01367.ppm,Speed limit (50km/h)
01368.ppm,Wild animals crossing
01369.ppm,Road work
01370.ppm,Speed limit (70km/h)
01371.ppm,Turn left ahead
01372.ppm,Dangerous curve to the left
01373.ppm,Priority road
01374.ppm,Children crossing
01375.ppm,No passing
01376.ppm,Traffic signals
01377.ppm,Speed limit (120km/h)
01378.ppm,Road work
01379.ppm,Speed limit (50km/h)
01380.ppm,Yield
01381.ppm,Speed limit (80km/h)
01382.ppm,No passing
01383.ppm,Speed limit (80km/h)
01384.ppm,Priority road
01385.ppm,Dangerous curve to the right
01386.ppm,Wild animals crossing
01387.ppm,Bumpy road
01388.ppm,No passing
01389.ppm,No passing for vechiles over 3.5 metric tons
01390.ppm,Speed limit (80km/h)
01391.ppm,Speed limit (80km/h)
01392.ppm,Speed limit (50km/h)
01393.ppm,Dangerous curve to the left
01394.ppm,Speed limit (20km/h)
01395.ppm,Speed limit (120km/h)
01396.ppm,Keep right
01397.ppm,Keep right
01398.ppm,General caution
01399.ppm,Speed limit (60km/h)
01400.ppm,Speed limit (70km/h)
01401.ppm,Speed limit (60km/h)
01402.ppm,Speed limit (80km/h)
01403.ppm,Road work
01404.ppm,Speed limit (80km/h)
01405.ppm,Priority road
01406.ppm,Keep left
01407.ppm,Keep right
01408.ppm,Speed limit (60km/h)
01409.ppm,Dangerous curve to the right
01410.ppm,Speed limit (50km/h)
01411.ppm,Right-of-way at the next intersection
01412.ppm,Ahead only
01413.ppm,Speed limit (50km/h)
01414.ppm,Priority road
01415.ppm,Road work
01416.ppm,Speed limit (50km/h)
01417.ppm,No passing for vechiles over 3.5 metric tons
01418.ppm,Speed limit (60km/h)
01419.ppm,Slippery road
01420.ppm,Speed limit (50km/h)
01421.ppm,Road work
01422.ppm,Beware of ice/snow
01423.ppm,Turn right ahead
01424.ppm,Speed limit (120km/h)
01425.ppm,Turn right ahead
01426.ppm,Yield
01427.ppm,No entry
01428.ppm,Speed limit (70km/h)
01429.ppm,Road work
01430.ppm,Go straight or left
01431.ppm,End of no passing
01432.ppm,Speed limit (30km/h)
01433.ppm,No passing
01434.ppm,Road work
01435.ppm,Ahead only
01436.ppm,Speed limit (50km/h)
01437.ppm,No passing for vechiles over 3.5 metric tons
01438.ppm,Yield
01439.ppm,Speed limit (100km/h)
01440.ppm,Speed limit (20km/h)
01441.ppm,No passing for vechiles over 3.5 metric tons
01442.ppm,Speed limit (60km/h)
01443.ppm,Wild animals crossing
01444.ppm,Turn right ahead
01445.ppm,Speed limit (30km/h)
01446.ppm,No passing for vechiles over 3.5 metric tons
01447.ppm,Speed limit (70km/h)
01448.ppm,Speed limit (30km/h)
01449.ppm,Speed limit (30km/h)
01450.ppm,Keep right
01451.ppm,Speed limit (50km/h)
01452.ppm,Speed limit (50km/h)
01453.ppm,Keep right
01454.ppm,Speed limit (80km/h)
01455.ppm,Ahead only
01456.ppm,No passing for vechiles over 3.5 metric tons
01457.ppm,Roundabout mandatory
01458.ppm,Keep right
01459.ppm,General caution
01460.ppm,Speed limit (30km/h)
01461.ppm,Speed limit (50km/h)
01462.ppm,Wild animals crossing
01463.ppm,General caution
01464.ppm,Yield
01465.ppm,Yield
01466.ppm,No passing for vechiles over 3.5 metric tons
01467.ppm,Yield
01468.ppm,Yield
01469.ppm,Yield
01470.ppm,No passing for vechiles over 3.5 metric tons
01471.ppm,Wild animals crossing
01472.ppm,No passing
01473.ppm,Road narrows on the right
01474.ppm,Keep right
01475.ppm,Speed limit (60km/h)
01476.ppm,No passing for vechiles over 3.5 metric tons
01477.ppm,Speed limit (120km/h)
01478.ppm,Keep right
01479.ppm,Speed limit (30km/h)
01480.ppm,Speed limit (50km/h)
